37.2399677189892,126.773625249835,30.3744293835182
37.2399935514876,126.773644267791,33.1296112401483
37.2400133415857,126.773660491203,36.0187969442376
37.2400284211217,126.773674262567,35.4644767774556
37.2400456375958,126.773689667895,21.7692587163626
37.2400511635501,126.773692439866,-10.49147588663
37.240052815699,126.773692055554,-16.5043600901726
37.2400544678478,126.773691440655,-21.0375092533642
37.240056058806,126.773690672031,-24.1455401576056
37.2400578333361,126.77368967282,-40.3645335243173
37.24005905715,126.773688366159,-66.8014085870483
37.2400597914383,126.773686214012,-90
37.2400597914383,126.773683523829,-95.0424513947869
37.2400596078662,126.773680910507,-121.607504423806
37.2400586288151,126.773678912085,-127.972492366894
37.2400570605977,126.773676388286,-119.054606375747
37.2400557260192,126.773673370801,-116.565053351195
37.2400546583563,126.773670688592,-113.962490846112
37.2400535906935,126.773667671107,-95.7105933742847
37.2400533237778,126.773664318345,-101.309934062798
37.240053056862,126.773662641965,-90
37.240053056862,126.773657948099,-90
37.240053056862,126.773652583681,-97.1250167502772
37.2400525230306,126.773647219263,-90
37.2400525230306,126.773639843188,-112.380136939839
37.2400506546205,126.773634143494,-123.690069783716
37.2400485192946,126.773630120181,-142.431410557482
37.24004504939,126.773626767419,-141.842775991394
37.2400413125694,126.773623079382,-135.000002645175
37.2400373088329,126.77361805024,-136.847612684191
37.2400330381804,126.773613021098,-145.175513097478
37.2400268991169,126.77360765668,-150.255120866025
37.2400212938846,126.773603633367,-136.332222660243
37.2400154217361,126.773596592568,-151.699246365725
37.2400084819236,126.773591898702,-156.250507340269
37.2400018090263,126.773588210665,-148.535858597692
37.2399839256588,126.773574464343,-142.296359670373
37.2399781713947,126.77356887718,0
